pid	group	gene_group	n_var	n_gene
032Hem001	level1	all genes	280	177
032Hem001	level1	GADO selected	30	20
032Hem001	level1	ClinVar pathogenic	57	42
032Hem001	level1	PanelApp green	35	28
032Hem001	level2	all genes	186	109
032Hem001	level2	GADO selected	19	11
032Hem001	level2	ClinVar pathogenic	30	21
032Hem001	level2	PanelApp green	19	14
032Hem001	level3	all genes	4	2
032Hem001	level3	GADO selected	1	1
032Hem001	level3	ClinVar pathogenic	0	0
032Hem001	level3	PanelApp green	0	0
032Hem001	level4	all genes	0	0
032Hem001	level4	GADO selected	0	0
032Hem001	level4	ClinVar pathogenic	0	0
032Hem001	level4	PanelApp green	0	0
036GAT001	level1	all genes	157	90
036GAT001	level1	GADO selected	14	6
036GAT001	level1	ClinVar pathogenic	36	22
036GAT001	level1	PanelApp green	34	19
036GAT001	level2	all genes	95	54
036GAT001	level2	GADO selected	9	5
036GAT001	level2	ClinVar pathogenic	18	10
036GAT001	level2	PanelApp green	18	9
036GAT001	level3	all genes	8	3
036GAT001	level3	GADO selected	0	0
036GAT001	level3	ClinVar pathogenic	0	0
036GAT001	level3	PanelApp green	0	0
036GAT001	level4	all genes	0	0
036GAT001	level4	GADO selected	0	0
036GAT001	level4	ClinVar pathogenic	0	0
036GAT001	level4	PanelApp green	0	0
036HLH001	level1	all genes	139	75
036HLH001	level1	GADO selected	7	6
036HLH001	level1	ClinVar pathogenic	27	13
036HLH001	level1	PanelApp green	16	7
036HLH001	level2	all genes	73	39
036HLH001	level2	GADO selected	3	2
036HLH001	level2	ClinVar pathogenic	21	10
036HLH001	level2	PanelApp green	12	5
036HLH001	level3	all genes	0	0
036HLH001	level3	GADO selected	0	0
036HLH001	level3	ClinVar pathogenic	0	0
036HLH001	level3	PanelApp green	0	0
036HLH001	level4	all genes	0	0
036HLH001	level4	GADO selected	0	0
036HLH001	level4	ClinVar pathogenic	0	0
036HLH001	level4	PanelApp green	0	0
038Con001	level1	all genes	1901	759
038Con001	level1	GADO selected	170	55
038Con001	level1	ClinVar pathogenic	427	146
038Con001	level1	PanelApp green	299	101
038Con001	level2	all genes	1056	458
038Con001	level2	GADO selected	112	39
038Con001	level2	ClinVar pathogenic	226	81
038Con001	level2	PanelApp green	164	55
038Con001	level3	all genes	53	29
038Con001	level3	GADO selected	5	4
038Con001	level3	ClinVar pathogenic	16	8
038Con001	level3	PanelApp green	16	8
038Con001	level4	all genes	36	21
038Con001	level4	GADO selected	5	4
038Con001	level4	ClinVar pathogenic	9	6
038Con001	level4	PanelApp green	9	6
058FANC001	level1	all genes	246	130
058FANC001	level1	GADO selected	38	16
058FANC001	level1	ClinVar pathogenic	42	23
058FANC001	level1	PanelApp green	41	23
058FANC001	level2	all genes	149	68
058FANC001	level2	GADO selected	21	7
058FANC001	level2	ClinVar pathogenic	23	14
058FANC001	level2	PanelApp green	22	13
058FANC001	level3	all genes	1	1
058FANC001	level3	GADO selected	0	0
058FANC001	level3	ClinVar pathogenic	0	0
058FANC001	level3	PanelApp green	0	0
058FANC001	level4	all genes	0	0
058FANC001	level4	GADO selected	0	0
058FANC001	level4	ClinVar pathogenic	0	0
058FANC001	level4	PanelApp green	0	0
066GCD001	level1	all genes	112	72
066GCD001	level1	GADO selected	3	3
066GCD001	level1	ClinVar pathogenic	23	16
066GCD001	level1	PanelApp green	21	10
066GCD001	level2	all genes	45	29
066GCD001	level2	GADO selected	0	0
066GCD001	level2	ClinVar pathogenic	6	5
066GCD001	level2	PanelApp green	11	5
066GCD001	level3	all genes	0	0
066GCD001	level3	GADO selected	0	0
066GCD001	level3	ClinVar pathogenic	0	0
066GCD001	level3	PanelApp green	0	0
066GCD001	level4	all genes	0	0
066GCD001	level4	GADO selected	0	0
066GCD001	level4	ClinVar pathogenic	0	0
066GCD001	level4	PanelApp green	0	0
066NNC001	level1	all genes	83	58
066NNC001	level1	GADO selected	9	7
066NNC001	level1	ClinVar pathogenic	10	8
066NNC001	level1	PanelApp green	6	5
066NNC001	level2	all genes	49	35
066NNC001	level2	GADO selected	6	5
066NNC001	level2	ClinVar pathogenic	3	3
066NNC001	level2	PanelApp green	3	3
066NNC001	level3	all genes	2	1
066NNC001	level3	GADO selected	0	0
066NNC001	level3	ClinVar pathogenic	0	0
066NNC001	level3	PanelApp green	0	0
066NNC001	level4	all genes	0	0
066NNC001	level4	GADO selected	0	0
066NNC001	level4	ClinVar pathogenic	0	0
066NNC001	level4	PanelApp green	0	0
066NNC002	level1	all genes	251	127
066NNC002	level1	GADO selected	21	9
066NNC002	level1	ClinVar pathogenic	77	27
066NNC002	level1	PanelApp green	45	17
066NNC002	level2	all genes	138	71
066NNC002	level2	GADO selected	7	2
066NNC002	level2	ClinVar pathogenic	46	16
066NNC002	level2	PanelApp green	26	10
066NNC002	level3	all genes	8	7
066NNC002	level3	GADO selected	0	0
066NNC002	level3	ClinVar pathogenic	1	1
066NNC002	level3	PanelApp green	0	0
066NNC002	level4	all genes	8	7
066NNC002	level4	GADO selected	0	0
066NNC002	level4	ClinVar pathogenic	1	1
066NNC002	level4	PanelApp green	0	0
066NNH001	level1	all genes	166	99
066NNH001	level1	GADO selected	23	12
066NNH001	level1	ClinVar pathogenic	35	22
066NNH001	level1	PanelApp green	24	15
066NNH001	level2	all genes	95	56
066NNH001	level2	GADO selected	16	8
066NNH001	level2	ClinVar pathogenic	26	15
066NNH001	level2	PanelApp green	17	9
066NNH001	level3	all genes	0	0
066NNH001	level3	GADO selected	0	0
066NNH001	level3	ClinVar pathogenic	0	0
066NNH001	level3	PanelApp green	0	0
066NNH001	level4	all genes	0	0
066NNH001	level4	GADO selected	0	0
066NNH001	level4	ClinVar pathogenic	0	0
066NNH001	level4	PanelApp green	0	0
